Extraction des impliquants premiers
T: Déjà Traité  P: Premier  A: en attente

Groupage N°1
T 010101---01
T 0101-10--01
T 01-1010--01
T -101010--01
T 0101-1-0-01
T 01-101-0-01
T -10101-0-01
T 01-1-100-01
T -101-100-01
T -1-10100-01
T 0101-1--001
T 01-101--001
T -10101--001
T 01-1-10-001
T -101-10-001
T -1-1010-001
T 01-1-1-0001
T -101-1-0001
T -1-101-0001
T 0101100---1
T 010110-0--1
T 01011-00--1
T 01-11000--1
T -1011000--1
T 010110--0-1
T 01011-0-0-1
T 01-1100-0-1
T -101100-0-1
T 01011--00-1
T 01-110-00-1
T -10110-00-1
T 01-11-000-1
T -1011-000-1
T -1-110000-1
T 010110---01
T 01011-0--01
T 01-1100--01
T -101100--01
T 01011--0-01
T 01-110-0-01
T -10110-0-01
T 01-11-00-01
T -1011-00-01
T -1-11000-01
T 01011---001
T 01-110--001
T -10110--001
T 01-11-0-001
T -1011-0-001
T -1-1100-001
T 01-11--0001
T -1011--0001
T 011000---11
T 01100-0--11
T 0110-00--11
T 011-000--11
T -110000--11
T 01100--0-11
T 0110-0-0-11
T 011-00-0-11
T -11000-0-11
T 0110--00-11
T 011-0-00-11
T -1100-00-11
T 011--000-11
T -110-000-11
T -11-0000-11
T 01100---011
T 0110-0--011
T 011-00--011
T -11000--011
T 0110--0-011
T 011-0-0-011
T -1100-0-011
T 011--00-011
T -110-00-011
T -11-000-011
T 0110---0011
T 011-0--0011
T -1100--0011
T 011--0-0011
T -110-0-0011
T -11-00-0011
T 011---00011
T -110--00011
T -11-0-00011
T -11--000011
T 011000--1-1
T 01100-0-1-1
T 0110-00-1-1
T 011-000-1-1
T -110000-1-1
T 01100--01-1
T 0110-0-01-1
T 011-00-01-1
T -11000-01-1
T 0110--001-1
T 011-0-001-1
T -1100-001-1
T 011--0001-1
T -110-0001-1
T -11-00001-1
T 01100---101
T 0110-0--101
T 011-00--101
T -11000--101
T 0110--0-101
T 011-0-0-101
T -1100-0-101
T 011--00-101
T -110-00-101
T -11-000-101
T 0110---0101
T 011-0--0101
T -1100--0101
T 011--0-0101
T -110-0-0101
T -11-00-0101
T 011---00101
T -110--00101
T -11-0-00101
T -11--000101
T 011000-1--1
T 01100-01--1
T 0110-001--1
T 011-0001--1
T -1100001--1
T 01100--10-1
T 0110-0-10-1
T 011-00-10-1
T -11000-10-1
T 0110--010-1
T 011-0-010-1
T -1100-010-1
T 011--0010-1
T -110-0010-1
T -11-00010-1
T 01100--1-01
T 0110-0-1-01
T 011-00-1-01
T -11000-1-01
T 0110--01-01
T 011-0-01-01
T -1100-01-01
T 011--001-01
T -110-001-01
T -11-0001-01
T 0110---1001
T 011-0--1001
T -1100--1001
T 011--0-1001
T -110-0-1001
T -11-00-1001
T 011---01001
T -110--01001
T -11-0-01001
T -11--001001
T 0110001---1
T 01100-10--1
T 0110-010--1
T 011-0010--1
T -1100010--1
T 01100-1-0-1
T 0110-01-0-1
T 011-001-0-1
T -110001-0-1
T 0110--100-1
T 011-0-100-1
T -1100-100-1
T 011--0100-1
T -110-0100-1
T -11-00100-1
T 01100-1--01
T 0110-01--01
T 011-001--01
T -110001--01
T 0110--10-01
T 011-0-10-01
T -1100-10-01
T 011--010-01
T -110-010-01
T -11-0010-01
T 0110--1-001
T 011-0-1-001
T -1100-1-001
T 011--01-001
T -110-01-001
T -11-001-001
T 011---10001
T -110--10001
T -11-0-10001
T 0110010---1
T 011001-0--1
T 0110-100--1
T 011-0100--1
T -1100100--1
T 011001--0-1
T 0110-10-0-1
T 011-010-0-1
T -110010-0-1
T 0110-1-00-1
T 011-01-00-1
T -11001-00-1
T 011--1000-1
T -110-1000-1
T -11-01000-1
T 011001---01
T 0110-10--01
T 011-010--01
T -110010--01
T 0110-1-0-01
T 011-01-0-01
T -11001-0-01
T 011--100-01
T -110-100-01
T -11-0100-01
T 0110-1--001
T 011-01--001
T -11001--001
T 011--10-001
T -110-10-001
T -11-010-001
T 011--1-0001
T -110-1-0001
T -11-01-0001
T 0110100---1
T 011010-0--1
T 01101-00--1
T 011-1000--1
T -1101000--1
T 011010--0-1
T 01101-0-0-1
T 011-100-0-1
T -110100-0-1
T 01101--00-1
T 011-10-00-1
T -11010-00-1
T 011-1-000-1
T -1101-000-1
T -11-10000-1
T 011010---01
T 01101-0--01
T 011-100--01
T -110100--01
T 01101--0-01
T 011-10-0-01
T -11010-0-01
T 011-1-00-01
T -1101-00-01
T -11-1000-01
T 01101---001
T 011-10--001
T -11010--001
T 011-1-0-001
T -1101-0-001
T -11-100-001
T 011-1--0001
T -1101--0001
T 0111000---1
T 011100-0--1
T 01110-00--1
T 0111-000--1
T -1110000--1
T 011100--0-1
T 01110-0-0-1
T 0111-00-0-1
T -111000-0-1
T 01110--00-1
T 0111-0-00-1
T -11100-00-1
T 0111--000-1
T -1110-000-1
T -111-0000-1
T 011100---01
T 01110-0--01
T 0111-00--01
T -111000--01
T 01110--0-01
T 0111-0-0-01
T -11100-0-01
T 0111--00-01
T -1110-00-01
T -111-000-01
T 01110---001
T 0111-0--001
T -11100--001
T 0111--0-001
T -1110-0-001
T -111-00-001
T 0111---0001
T -1110--0001
T 10000---111
T 1000-0--111
T 100-00--111
T 10-000--111
T 1-0000--111
T 1000--0-111
T 100-0-0-111
T 10-00-0-111
T 1-000-0-111
T 100--00-111
T 10-0-00-111
T 1-00-00-111
T 10--000-111
T 1-0-000-111
T 1--0000-111
T 1000---0111
T 100-0--0111
T 10-00--0111
T 1-000--0111
T 100--0-0111
T 10-0-0-0111
T 1-00-0-0111
T 10--00-0111
T 1-0-00-0111
T 1--000-0111
T 100---00111
T 10-0--00111
T 1-00--00111
T 10--0-00111
T 1-0-0-00111
T 1--00-00111
T 10---000111
T 1-0--000111
T 1--0-000111
T 1---0000111
T 10000--1-11
T 1000-0-1-11
T 100-00-1-11
T 10-000-1-11
T 1-0000-1-11
T 1000--01-11
T 100-0-01-11
T 10-00-01-11
T 1-000-01-11
T 100--001-11
T 10-0-001-11
T 1-00-001-11
T 10--0001-11
T 1-0-0001-11
T 1--00001-11
T 1000---1011
T 100-0--1011
T 10-00--1011
T 1-000--1011
T 100--0-1011
T 10-0-0-1011
T 1-00-0-1011
T 10--00-1011
T 1-0-00-1011
T 1--000-1011
T 100---01011
T 10-0--01011
T 1-00--01011
T 10--0-01011
T 1-0-0-01011
T 1--00-01011
T 10---001011
T 1-0--001011
T 1--0-001011
T 1---0001011
T 10000--11-1
T 1000-0-11-1
T 100-00-11-1
T 10-000-11-1
T 1-0000-11-1
T 1000--011-1
T 100-0-011-1
T 10-00-011-1
T 1-000-011-1
T 100--0011-1
T 10-0-0011-1
T 1-00-0011-1
T 10--00011-1
T 1-0-00011-1
T 1--000011-1
T 1000---1101
T 100-0--1101
T 10-00--1101
T 1-000--1101
T 100--0-1101
T 10-0-0-1101
T 1-00-0-1101
T 10--00-1101
T 1-0-00-1101
T 1--000-1101
T 100---01101
T 10-0--01101
T 1-00--01101
T 10--0-01101
T 1-0-0-01101
T 1--00-01101
T 10---001101
T 1-0--001101
T 1--0-001101
T 1---0001101
T 10000-1--11
T 1000-01--11
T 100-001--11
T 10-0001--11
T 1-00001--11
T 1000--10-11
T 100-0-10-11
T 10-00-10-11
T 1-000-10-11
T 100--010-11
T 10-0-010-11
T 1-00-010-11
T 10--0010-11
T 1-0-0010-11
T 1--00010-11
T 1000--1-011
T 100-0-1-011
T 10-00-1-011
T 1-000-1-011
T 100--01-011
T 10-0-01-011
T 1-00-01-011
T 10--001-011
T 1-0-001-011
T 1--0001-011
T 100---10011
T 10-0--10011
T 1-00--10011
T 10--0-10011
T 1-0-0-10011
T 1--00-10011
T 10---010011
T 1-0--010011
T 1--0-010011
T 1---0010011
T 10000-1-1-1
T 1000-01-1-1
T 100-001-1-1
T 10-0001-1-1
T 1-00001-1-1
T 1000--101-1
T 100-0-101-1
T 10-00-101-1
T 1-000-101-1
T 100--0101-1
T 10-0-0101-1
T 1-00-0101-1
T 10--00101-1
T 1-0-00101-1
T 1--000101-1
T 1000--1-101
T 100-0-1-101
T 10-00-1-101
T 1-000-1-101
T 100--01-101
T 10-0-01-101
T 1-00-01-101
T 10--001-101
T 1-0-001-101
T 1--0001-101
T 100---10101
T 10-0--10101
T 1-00--10101
T 10--0-10101
T 1-0-0-10101
T 1--00-10101
T 10---010101
T 1-0--010101
T 1--0-010101
T 1---0010101
T 10000-11--1
T 1000-011--1
T 100-0011--1
T 10-00011--1
T 1-000011--1
T 1000--110-1
T 100-0-110-1
T 10-00-110-1
T 1-000-110-1
T 100--0110-1
T 10-0-0110-1
T 1-00-0110-1
T 10--00110-1
T 1-0-00110-1
T 1--000110-1
T 1000--11-01
T 100-0-11-01
T 10-00-11-01
T 1-000-11-01
T 100--011-01
T 10-0-011-01
T 1-00-011-01
T 10--0011-01
T 1-0-0011-01
T 1--00011-01
T 100---11001
T 10-0--11001
T 1-00--11001
T 10--0-11001
T 1-0-0-11001
T 1--00-11001
T 10---011001
T 1-0--011001
T 1--0-011001
T 1---0011001
T 100001---11
T 1000-10--11
T 100-010--11
T 10-0010--11
T 1-00010--11
T 1000-1-0-11
T 100-01-0-11
T 10-001-0-11
T 1-0001-0-11
T 100--100-11
T 10-0-100-11
T 1-00-100-11
T 10--0100-11
T 1-0-0100-11
T 1--00100-11
T 1000-1--011
T 100-01--011
T 10-001--011
T 1-0001--011
T 100--10-011
T 10-0-10-011
T 1-00-10-011
T 10--010-011
T 1-0-010-011
T 1--0010-011
T 100--1-0011
T 10-0-1-0011
T 1-00-1-0011
T 10--01-0011
T 1-0-01-0011
T 1--001-0011
T 10---100011
T 1-0--100011
T 1--0-100011
T 1---0100011
T 100001--1-1
T 1000-10-1-1
T 100-010-1-1
T 10-0010-1-1
T 1-00010-1-1
T 1000-1-01-1
T 100-01-01-1
T 10-001-01-1
T 1-0001-01-1
T 100--1001-1
T 10-0-1001-1
T 1-00-1001-1
T 10--01001-1
T 1-0-01001-1
T 1--001001-1
T 1000-1--101
T 100-01--101
T 10-001--101
T 1-0001--101
T 100--10-101
T 10-0-10-101
T 1-00-10-101
T 10--010-101
T 1-0-010-101
T 1--0010-101
T 100--1-0101
T 10-0-1-0101
T 1-00-1-0101
T 10--01-0101
T 1-0-01-0101
T 1--001-0101
T 10---100101
T 1-0--100101
T 1--0-100101
T 1---0100101
T 100001-1--1
T 1000-101--1
T 100-0101--1
T 10-00101--1
T 1-000101--1
T 1000-1-10-1
T 100-01-10-1
T 10-001-10-1
T 1-0001-10-1
T 100--1010-1
T 10-0-1010-1
T 1-00-1010-1
T 10--01010-1
T 1-0-01010-1
T 1--001010-1
T 1000-1-1-01
T 100-01-1-01
T 10-001-1-01
T 1-0001-1-01
T 100--101-01
T 10-0-101-01
T 1-00-101-01
T 10--0101-01
T 1-0-0101-01
T 1--00101-01
T 100--1-1001
T 10-0-1-1001
T 1-00-1-1001
T 10--01-1001
T 1-0-01-1001
T 1--001-1001
T 10---101001
T 1-0--101001
T 1--0-101001
T 1---0101001
T 1000011---1
T 1000-110--1
T 100-0110--1
T 10-00110--1
T 1-000110--1
T 1000-11-0-1
T 100-011-0-1
T 10-0011-0-1
T 1-00011-0-1
T 100--1100-1
T 10-0-1100-1
T 1-00-1100-1
T 10--01100-1
T 1-0-01100-1
T 1--001100-1
T 1000-11--01
T 100-011--01
T 10-0011--01
T 1-00011--01
T 100--110-01
T 10-0-110-01
T 1-00-110-01
T 10--0110-01
T 1-0-0110-01
T 1--00110-01
T 100--11-001
T 10-0-11-001
T 1-00-11-001
T 10--011-001
T 1-0-011-001
T 1--0011-001
T 10---110001
T 1-0--110001
T 1--0-110001
T 1---0110001
T 100010---11
T 10001-0--11
T 100-100--11
T 10-0100--11
T 1-00100--11
T 10001--0-11
T 100-10-0-11
T 10-010-0-11
T 1-0010-0-11
T 100-1-00-11
T 10-01-00-11
T 1-001-00-11
T 10--1000-11
T 1-0-1000-11
T 1--01000-11
T 10001---011
T 100-10--011
T 10-010--011
T 1-0010--011
T 100-1-0-011
T 10-01-0-011
T 1-001-0-011
T 10--100-011
T 1-0-100-011
T 1--0100-011
T 100-1--0011
T 10-01--0011
T 1-001--0011
T 10--10-0011
T 1-0-10-0011
T 1--010-0011
T 10--1-00011
T 1-0-1-00011
T 1--01-00011
T 1---1000011
T 100010--1-1
T 10001-0-1-1
T 100-100-1-1
T 10-0100-1-1
T 1-00100-1-1
T 10001--01-1
T 100-10-01-1
T 10-010-01-1
T 1-0010-01-1
T 100-1-001-1
T 10-01-001-1
T 1-001-001-1
T 10--10001-1
T 1-0-10001-1
T 1--010001-1
T 10001---101
T 100-10--101
T 10-010--101
T 1-0010--101
T 100-1-0-101
T 10-01-0-101
T 1-001-0-101
T 10--100-101
T 1-0-100-101
T 1--0100-101
T 100-1--0101
T 10-01--0101
T 1-001--0101
T 10--10-0101
T 1-0-10-0101
T 1--010-0101
T 10--1-00101
T 1-0-1-00101
T 1--01-00101
T 1---1000101
T 100010-1--1
T 10001-01--1
T 100-1001--1
T 10-01001--1
T 1-001001--1
T 10001--10-1
T 100-10-10-1
T 10-010-10-1
T 1-0010-10-1
T 100-1-010-1
T 10-01-010-1
T 1-001-010-1
T 10--10010-1
T 1-0-10010-1
T 1--010010-1
T 10001--1-01
T 100-10-1-01
T 10-010-1-01
T 1-0010-1-01
T 100-1-01-01
T 10-01-01-01
T 1-001-01-01
T 10--1001-01
T 1-0-1001-01
T 1--01001-01
T 100-1--1001
T 10-01--1001
T 1-001--1001
T 10--10-1001
T 1-0-10-1001
T 1--010-1001
T 10--1-01001
T 1-0-1-01001
T 1--01-01001
T 1---1001001
T 1000101---1
T 10001-10--1
T 100-1010--1
T 10-01010--1
T 1-001010--1
T 10001-1-0-1
T 100-101-0-1
T 10-0101-0-1
T 1-00101-0-1
T 100-1-100-1
T 10-01-100-1
T 1-001-100-1
T 10--10100-1
T 1-0-10100-1
T 1--010100-1
T 10001-1--01
T 100-101--01
T 10-0101--01
T 1-00101--01
T 100-1-10-01
T 10-01-10-01
T 1-001-10-01
T 10--1010-01
T 1-0-1010-01
T 1--01010-01
T 100-1-1-001
T 10-01-1-001
T 1-001-1-001
T 10--101-001
T 1-0-101-001
T 1--0101-001
T 10--1-10001
T 1-0-1-10001
T 1--01-10001
T 1000110---1
T 100011-0--1
T 100-1100--1
T 10-01100--1
T 1-001100--1
T 100011--0-1
T 100-110-0-1
T 10-0110-0-1
T 1-00110-0-1
T 100-11-00-1
T 10-011-00-1
T 1-0011-00-1
T 10--11000-1
T 1-0-11000-1
T 1--011000-1
T 100011---01
T 100-110--01
T 10-0110--01
T 1-00110--01
T 100-11-0-01
T 10-011-0-01
T 1-0011-0-01
T 10--1100-01
T 1-0-1100-01
T 1--01100-01
T 100-11--001
T 10-011--001
T 1-0011--001
T 10--110-001
T 1-0-110-001
T 1--0110-001
T 10--11-0001
T 1-0-11-0001
T 1--011-0001
T 100100---11
T 10010-0--11
T 1001-00--11
T 10-1000--11
T 1-01000--11
T 10010--0-11
T 1001-0-0-11
T 10-100-0-11
T 1-0100-0-11
T 1001--00-11
T 10-10-00-11
T 1-010-00-11
T 10-1-000-11
T 1-01-000-11
T 1--10000-11
T 10010---011
T 1001-0--011
T 10-100--011
T 1-0100--011
T 1001--0-011
T 10-10-0-011
T 1-010-0-011
T 10-1-00-011
T 1-01-00-011
T 1--1000-011
T 1001---0011
T 10-10--0011
T 1-010--0011
T 10-1-0-0011
T 1-01-0-0011
T 1--100-0011
T 10-1--00011
T 1-01--00011
T 1--10-00011
T 1--1-000011
T 100100--1-1
T 10010-0-1-1
T 1001-00-1-1
T 10-1000-1-1
T 1-01000-1-1
T 10010--01-1
T 1001-0-01-1
T 10-100-01-1
T 1-0100-01-1
T 1001--001-1
T 10-10-001-1
T 1-010-001-1
T 10-1-0001-1
T 1-01-0001-1
T 1--100001-1
T 10010---101
T 1001-0--101
T 10-100--101
T 1-0100--101
T 1001--0-101
T 10-10-0-101
T 1-010-0-101
T 10-1-00-101
T 1-01-00-101
T 1--1000-101
T 1001---0101
T 10-10--0101
T 1-010--0101
T 10-1-0-0101
T 1-01-0-0101
T 1--100-0101
T 10-1--00101
T 1-01--00101
T 1--10-00101
T 1--1-000101
T 100100-1--1
T 10010-01--1
T 1001-001--1
T 10-10001--1
T 1-010001--1
T 10010--10-1
T 1001-0-10-1
T 10-100-10-1
T 1-0100-10-1
T 1001--010-1
T 10-10-010-1
T 1-010-010-1
T 10-1-0010-1
T 1-01-0010-1
T 1--100010-1
T 10010--1-01
T 1001-0-1-01
T 10-100-1-01
T 1-0100-1-01
T 1001--01-01
T 10-10-01-01
T 1-010-01-01
T 10-1-001-01
T 1-01-001-01
T 1--10001-01
T 1001---1001
T 10-10--1001
T 1-010--1001
T 10-1-0-1001
T 1-01-0-1001
T 1--100-1001
T 10-1--01001
T 1-01--01001
T 1--10-01001
T 1--1-001001
T 1001001---1
T 10010-10--1
T 1001-010--1
T 10-10010--1
T 1-010010--1
T 10010-1-0-1
T 1001-01-0-1
T 10-1001-0-1
T 1-01001-0-1
T 1001--100-1
T 10-10-100-1
T 1-010-100-1
T 10-1-0100-1
T 1-01-0100-1
T 1--100100-1
T 10010-1--01
T 1001-01--01
T 10-1001--01
T 1-01001--01
T 1001--10-01
T 10-10-10-01
T 1-010-10-01
T 10-1-010-01
T 1-01-010-01
T 1--10010-01
T 1001--1-001
T 10-10-1-001
T 1-010-1-001
T 10-1-01-001
T 1-01-01-001
T 1--1001-001
T 10-1--10001
T 1-01--10001
T 1--10-10001
T 1001010---1
T 100101-0--1
T 1001-100--1
T 10-10100--1
T 1-010100--1
T 100101--0-1
T 1001-10-0-1
T 10-1010-0-1
T 1-01010-0-1
T 1001-1-00-1
T 10-101-00-1
T 1-0101-00-1
T 10-1-1000-1
T 1-01-1000-1
T 1--101000-1
T 100101---01
T 1001-10--01
T 10-1010--01
T 1-01010--01
T 1001-1-0-01
T 10-101-0-01
T 1-0101-0-01
T 10-1-100-01
T 1-01-100-01
T 1--10100-01
T 1001-1--001
T 10-101--001
T 1-0101--001
T 10-1-10-001
T 1-01-10-001
T 1--1010-001
T 10-1-1-0001
T 1-01-1-0001
T 1--101-0001
T 1001100---1
T 100110-0--1
T 10011-00--1
T 10-11000--1
T 1-011000--1
T 100110--0-1
T 10011-0-0-1
T 10-1100-0-1
T 1-01100-0-1
T 10011--00-1
T 10-110-00-1
T 1-0110-00-1
T 10-11-000-1
T 1-011-000-1
T 1--110000-1
T 100110---01
T 10011-0--01
T 10-1100--01
T 1-01100--01
T 10011--0-01
T 10-110-0-01
T 1-0110-0-01
T 10-11-00-01
T 1-011-00-01
T 1--11000-01
T 10011---001
T 10-110--001
T 1-0110--001
T 10-11-0-001
T 1-011-0-001
T 1--1100-001
T 10-11--0001
T 1-011--0001
T 101000---11
T 10100-0--11
T 1010-00--11
T 101-000--11
T 1-10000--11
T 10100--0-11
T 1010-0-0-11
T 101-00-0-11
T 1-1000-0-11
T 1010--00-11
T 101-0-00-11
T 1-100-00-11
T 101--000-11
T 1-10-000-11
T 1-1-0000-11
T 10100---011
T 1010-0--011
T 101-00--011
T 1-1000--011
T 1010--0-011
T 101-0-0-011
T 1-100-0-011
T 101--00-011
T 1-10-00-011
T 1-1-000-011
T 1010---0011
T 101-0--0011
T 1-100--0011
T 101--0-0011
T 1-10-0-0011
T 1-1-00-0011
T 101---00011
T 1-10--00011
T 1-1-0-00011
T 1-1--000011
T 101000--1-1
T 10100-0-1-1
T 1010-00-1-1
T 101-000-1-1
T 1-10000-1-1
T 10100--01-1
T 1010-0-01-1
T 101-00-01-1
T 1-1000-01-1
T 1010--001-1
T 101-0-001-1
T 1-100-001-1
T 101--0001-1
T 1-10-0001-1
T 1-1-00001-1
T 10100---101
T 1010-0--101
T 101-00--101
T 1-1000--101
T 1010--0-101
T 101-0-0-101
T 1-100-0-101
T 101--00-101
T 1-10-00-101
T 1-1-000-101
T 1010---0101
T 101-0--0101
T 1-100--0101
T 101--0-0101
T 1-10-0-0101
T 1-1-00-0101
T 101---00101
T 1-10--00101
T 1-1-0-00101
T 1-1--000101
T 101000-1--1
T 10100-01--1
T 1010-001--1
T 101-0001--1
T 1-100001--1
T 10100--10-1
T 1010-0-10-1
T 101-00-10-1
T 1-1000-10-1
T 1010--010-1
T 101-0-010-1
T 1-100-010-1
T 101--0010-1
T 1-10-0010-1
T 1-1-00010-1
T 10100--1-01
T 1010-0-1-01
T 101-00-1-01
T 1-1000-1-01
T 1010--01-01
T 101-0-01-01
T 1-100-01-01
T 101--001-01
T 1-10-001-01
T 1-1-0001-01
T 1010---1001
T 101-0--1001
T 1-100--1001
T 101--0-1001
T 1-10-0-1001
T 1-1-00-1001
T 101---01001
T 1-10--01001
T 1-1-0-01001
T 1-1--001001
T 1010001---1
T 10100-10--1
T 1010-010--1
T 101-0010--1
T 1-100010--1
T 10100-1-0-1
T 1010-01-0-1
T 101-001-0-1
T 1-10001-0-1
T 1010--100-1
T 101-0-100-1
T 1-100-100-1
T 101--0100-1
T 1-10-0100-1
T 1-1-00100-1
T 10100-1--01
T 1010-01--01
T 101-001--01
T 1-10001--01
T 1010--10-01
T 101-0-10-01
T 1-100-10-01
T 101--010-01
T 1-10-010-01
T 1-1-0010-01
T 1010--1-001
T 101-0-1-001
T 1-100-1-001
T 101--01-001
T 1-10-01-001
T 1-1-001-001
T 101---10001
T 1-10--10001
T 1-1-0-10001
T 1010010---1
T 101001-0--1
T 1010-100--1
T 101-0100--1
T 1-100100--1
T 101001--0-1
T 1010-10-0-1
T 101-010-0-1
T 1-10010-0-1
T 1010-1-00-1
T 101-01-00-1
T 1-1001-00-1
T 101--1000-1
T 1-10-1000-1
T 1-1-01000-1
T 101001---01
T 1010-10--01
T 101-010--01
T 1-10010--01
T 1010-1-0-01
T 101-01-0-01
T 1-1001-0-01
T 101--100-01
T 1-10-100-01
T 1-1-0100-01
T 1010-1--001
T 101-01--001
T 1-1001--001
T 101--10-001
T 1-10-10-001
T 1-1-010-001
T 101--1-0001
T 1-10-1-0001
T 1-1-01-0001
T 1010100---1
T 101010-0--1
T 10101-00--1
T 101-1000--1
T 1-101000--1
T 101010--0-1
T 10101-0-0-1
T 101-100-0-1
T 1-10100-0-1
T 10101--00-1
T 101-10-00-1
T 1-1010-00-1
T 101-1-000-1
T 1-101-000-1
T 1-1-10000-1
T 101010---01
T 10101-0--01
T 101-100--01
T 1-10100--01
T 10101--0-01
T 101-10-0-01
T 1-1010-0-01
T 101-1-00-01
T 1-101-00-01
T 1-1-1000-01
T 10101---001
T 101-10--001
T 1-1010--001
T 101-1-0-001
T 1-101-0-001
T 1-1-100-001
T 101-1--0001
T 1-101--0001
T 1011000---1
T 101100-0--1
T 10110-00--1
T 1011-000--1
T 1-110000--1
T 101100--0-1
T 10110-0-0-1
T 1011-00-0-1
T 1-11000-0-1
T 10110--00-1
T 1011-0-00-1
T 1-1100-00-1
T 1011--000-1
T 1-110-000-1
T 1-11-0000-1
T 101100---01
T 10110-0--01
T 1011-00--01
T 1-11000--01
T 10110--0-01
T 1011-0-0-01
T 1-1100-0-01
T 1011--00-01
T 1-110-00-01
T 1-11-000-01
T 10110---001
T 1011-0--001
T 1-1100--001
T 1011--0-001
T 1-110-0-001
T 1-11-00-001
T 1011---0001
T 1-110--0001
T 110000---11
T 11000-0--11
T 1100-00--11
T 110-000--11
T 11-0000--11
T 11000--0-11
T 1100-0-0-11
T 110-00-0-11
T 11-000-0-11
T 1100--00-11
T 110-0-00-11
T 11-00-00-11
T 110--000-11
T 11-0-000-11
T 11--0000-11
T 11000---011
T 1100-0--011
T 110-00--011
T 11-000--011
T 1100--0-011
T 110-0-0-011
T 11-00-0-011
T 110--00-011
T 11-0-00-011
T 11--000-011
T 1100---0011
T 110-0--0011
T 11-00--0011
T 110--0-0011
T 11-0-0-0011
T 11--00-0011
T 110---00011
T 11-0--00011
T 11--0-00011
T 11---000011
T 110000--1-1
T 11000-0-1-1
T 1100-00-1-1
T 110-000-1-1
T 11-0000-1-1
T 11000--01-1
T 1100-0-01-1
T 110-00-01-1
T 11-000-01-1
T 1100--001-1
T 110-0-001-1
T 11-00-001-1
T 110--0001-1
T 11-0-0001-1
T 11--00001-1
T 11000---101
T 1100-0--101
T 110-00--101
T 11-000--101
T 1100--0-101
T 110-0-0-101
T 11-00-0-101
T 110--00-101
T 11-0-00-101
T 11--000-101
T 1100---0101
T 110-0--0101
T 11-00--0101
T 110--0-0101
T 11-0-0-0101
T 11--00-0101
T 110---00101
T 11-0--00101
T 11--0-00101
T 11---000101
T 110000-1--1
T 11000-01--1
T 1100-001--1
T 110-0001--1
T 11-00001--1
T 11000--10-1
T 1100-0-10-1
T 110-00-10-1
T 11-000-10-1
T 1100--010-1
T 110-0-010-1
T 11-00-010-1
T 110--0010-1
T 11-0-0010-1
T 11--00010-1
T 11000--1-01
T 1100-0-1-01
T 110-00-1-01
T 11-000-1-01
T 1100--01-01
T 110-0-01-01
T 11-00-01-01
T 110--001-01
T 11-0-001-01
T 11--0001-01
T 1100---1001
T 110-0--1001
T 11-00--1001
T 110--0-1001
T 11-0-0-1001
T 11--00-1001
T 110---01001
T 11-0--01001
T 11--0-01001
T 11---001001
T 1100001---1
T 11000-10--1
T 1100-010--1
T 110-0010--1
T 11-00010--1
T 11000-1-0-1
T 1100-01-0-1
T 110-001-0-1
T 11-0001-0-1
T 1100--100-1
T 110-0-100-1
T 11-00-100-1
T 110--0100-1
T 11-0-0100-1
T 11--00100-1
T 11000-1--01
T 1100-01--01
T 110-001--01
T 11-0001--01
T 1100--10-01
T 110-0-10-01
T 11-00-10-01
T 110--010-01
T 11-0-010-01
T 11--0010-01
T 1100--1-001
T 110-0-1-001
T 11-00-1-001
T 110--01-001
T 11-0-01-001
T 11--001-001
T 110---10001
T 11-0--10001
T 11--0-10001
T 1100010---1
T 110001-0--1
T 1100-100--1
T 110-0100--1
T 11-00100--1
T 110001--0-1
T 1100-10-0-1
T 110-010-0-1
T 11-0010-0-1
T 1100-1-00-1
T 110-01-00-1
T 11-001-00-1
T 110--1000-1
T 11-0-1000-1
T 11--01000-1
T 110001---01
T 1100-10--01
T 110-010--01
T 11-0010--01
T 1100-1-0-01
T 110-01-0-01
T 11-001-0-01
T 110--100-01
T 11-0-100-01
T 11--0100-01
T 1100-1--001
T 110-01--001
T 11-001--001
T 110--10-001
T 11-0-10-001
T 11--010-001
T 110--1-0001
T 11-0-1-0001
T 11--01-0001
T 1100100---1
T 110010-0--1
T 11001-00--1
T 110-1000--1
T 11-01000--1
T 110010--0-1
T 11001-0-0-1
T 110-100-0-1
T 11-0100-0-1
T 11001--00-1
T 110-10-00-1
T 11-010-00-1
T 110-1-000-1
T 11-01-000-1
T 11--10000-1
T 110010---01
T 11001-0--01
T 110-100--01
T 11-0100--01
T 11001--0-01
T 110-10-0-01
T 11-010-0-01
T 110-1-00-01
T 11-01-00-01
T 11--1000-01
T 11001---001
T 110-10--001
T 11-010--001
T 110-1-0-001
T 11-01-0-001
T 11--100-001
T 110-1--0001
T 11-01--0001
T 1101000---1
T 110100-0--1
T 11010-00--1
T 1101-000--1
T 11-10000--1
T 110100--0-1
T 11010-0-0-1
T 1101-00-0-1
T 11-1000-0-1
T 11010--00-1
T 1101-0-00-1
T 11-100-00-1
T 1101--000-1
T 11-10-000-1
T 11-1-0000-1
T 110100---01
T 11010-0--01
T 1101-00--01
T 11-1000--01
T 11010--0-01
T 1101-0-0-01
T 11-100-0-01
T 1101--00-01
T 11-10-00-01
T 11-1-000-01
T 11010---001
T 1101-0--001
T 11-100--001
T 1101--0-001
T 11-10-0-001
T 11-1-00-001
T 1101---0001
T 11-10--0001
T 1110000---1
T 111000-0--1
